date,account,category,amount,currency,converted amount,currency,description
31/12/2024,Cash,Bills,"-11,644",INR,"-11,644",INR,Credit card no cost emi loan closure.
31/12/2024,Cash,Loan,10,INR,10,INR,Credit card loan
31/12/2024,Cash,Bills,-10,INR,-10,INR,BSNL bill
31/12/2024,Cash,Bills,-179,INR,-179,INR,Vodaphone recharge 
31/12/2024,Cash,Loan,179,INR,179,INR,Credit card loan
31/12/2024,Cash,Gifts,-220,INR,-220,INR,Flowers
01/01/2025,Cash,Gifts,-800,INR,-800,INR,MSF donation 
01/01/2025,Cash,House,"-13,000",INR,"-13,000",INR,January rent 
01/01/2025,Cash,Investment,"-1,680",INR,"-1,680",INR,January lic
01/01/2025,Cash,Food,"-2,262",INR,"-2,262",INR,Milk
02/01/2025,Cash,Deposits,"9,291.69",INR,"9,291.69",INR,Investment redemption 
02/01/2025,Cash,Clothes,-170,INR,-170,INR,Clothes 
02/01/2025,Cash,Gifts,-200,INR,-200,INR,Temple donation
02/01/2025,Cash,Transport,-272,INR,-272,INR,Transportation 
02/01/2025,Cash,Cashback,588,INR,588,INR,Credit card fee waiver
03/01/2025,Cash,Bills,-529.82,INR,-529.82,INR,Kerala vision bill
03/01/2025,Cash,Loan,529.82,INR,529.82,INR,Sbi Credit card loan
03/01/2025,Cash,Astro,250,INR,250,INR,Consultation krishna bhat friend 
03/01/2025,Cash,Salary,"1,845",INR,"1,845",INR,Sodexo less this time coz of 3 days lop
04/01/2025,Cash,Transport,-130,INR,-130,INR,Transportation 
04/01/2025,Cash,Food,-50,INR,-50,INR,Ellunde
04/01/2025,Cash,Gifts,-200,INR,-200,INR,Seve koliyor
04/01/2025,Cash,Gifts,-100,INR,-100,INR,Karthika pooje
04/01/2025,Cash,Food,-60,INR,-60,INR,Groceries 
04/01/2025,Cash,Gifts,-20,INR,-20,INR,Kaanike
04/01/2025,Cash,Astro,400,INR,400,INR,Astrology consultation
04/01/2025,Cash,Bills,-588,INR,-588,INR,Bsnl landline bill 
04/01/2025,Cash,Loan,588,INR,588,INR,Credit card loan
05/01/2025,Cash,Bills,-367,INR,-367,INR,Water bill including December month
05/01/2025,Cash,Native trip,-257,INR,-257,INR,Native train booking 
06/01/2025,Cash,Eating out,-50,INR,-50,INR,Breakfast 
06/01/2025,Cash,Transport,-15,INR,-15,INR,Bus
06/01/2025,Cash,Transport,-12,INR,-12,INR,Bus
06/01/2025,Cash,Transport,-12,INR,-12,INR,Bus
06/01/2025,Cash,Transport,-300,INR,-300,INR,Metro recharge
06/01/2025,Cash,Eating out,-140,INR,-140,INR,Paneer fried rice 
06/01/2025,Cash,Eating out,-176,INR,-176,INR,Badam milk + fried rice 
06/01/2025,Cash,Car,-100,INR,-100,INR,Petrol
06/01/2025,Cash,Cashback,"5,000",INR,"5,000",INR,Refund automatrix Tiago cancellation 
06/01/2025,Cash,Bills,-149,INR,-149,INR,Youtube premium
06/01/2025,Cash,Loan,149,INR,149,INR,Credit card loan
06/01/2025,Cash,Transport,-32,INR,-32,INR,Bus
06/01/2025,Cash,Eating out,-140,INR,-140,INR,Paneer fried rice 
08/01/2025,Cash,Transport,-32,INR,-32,INR,Bus
08/01/2025,Cash,Eating out,-45,INR,-45,INR,Kichdi
08/01/2025,Cash,Bills,"-1,370",INR,"-1,370",INR,975 + 395 electricity bill kseb
08/01/2025,Cash,Loan,"1,370",INR,"1,370",INR,Credit card loan
09/01/2025,Cash,Bills,-130,INR,-130,INR,Google drive
09/01/2025,Cash,Loan,130,INR,130,INR,Credit card loan
09/01/2025,Cash,Eating out,-45,INR,-45,INR,Breakfast 
09/01/2025,Cash,Eating out,-139,INR,-139,INR,Milk shake
09/01/2025,Cash,Transport,-18,INR,-18,INR,Bus
09/01/2025,Cash,Transport,-24,INR,-24,INR,Bus
09/01/2025,Cash,Transport,-30,INR,-30,INR,Bus
10/01/2025,Cash,Transport,-60,INR,-60,INR,Bus
10/01/2025,Cash,Taxi,-80,INR,-80,INR,Auto
10/01/2025,Cash,Home loan Emi,"-21,028",INR,"-21,028",INR,Home loan emi
10/01/2025,Cash,Car,"-1,000",INR,"-1,000",INR,Petrol 9.34 ltr
10/01/2025,Cash,Gifts,-365,INR,-365,INR,Donation 
11/01/2025,Cash,Investment,"-7,166",INR,"-7,166",INR,Mutual fund investment 
11/01/2025,Cash,Gifts,-450,INR,-450,INR,Flower
11/01/2025,Cash,Unexpected,-50,INR,-50,INR,Fix patre
11/01/2025,Cash,Food,-100,INR,-100,INR,Pedigree 
11/01/2025,Cash,Food,-701,INR,-701,INR,Groceries 
14/01/2025,Cash,Gifts,-152,INR,-152,INR,Sankranti fruits donation 
14/01/2025,Cash,Gifts,-50,INR,-50,INR,Rudrabhisheka 
14/01/2025,Cash,Gifts,-30,INR,-30,INR,Donation 
14/01/2025,Cash,Car,"-1,000",INR,"-1,000",INR,Petrol
14/01/2025,Cash,Food,-280,INR,-280,INR,Groceries 
14/01/2025,Cash,Gifts,-250,INR,-250,INR,Ranga pooje charges
15/01/2025,Cash,Gifts,-200,INR,-200,INR,Donation 
16/01/2025,Cash,Gifts,"-3,000",INR,"-3,000",INR,Shradha expenses
16/01/2025,Cash,Taxi,-50,INR,-50,INR,Auto
16/01/2025,Cash,Transport,-50,INR,-50,INR,Bus
17/01/2025,Cash,Transport,-250,INR,-250,INR,Metro recharge
17/01/2025,Cash,Transport,-45,INR,-45,INR,Bus
17/01/2025,Cash,Eating out,-30,INR,-30,INR,Kadle
17/01/2025,Cash,Eating out,-60,INR,-60,INR,Dose
17/01/2025,Cash,Eating out,-145,INR,-145,INR,Dinner and stuff
18/01/2025,Cash,Gifts,-753,INR,-753,INR,Donation books for gruhapravesha 
18/01/2025,Cash,Gifts,-350,INR,-350,INR,Manifestation book
18/01/2025,Cash,Food,-329,INR,-329,INR,Gorcery
18/01/2025,Cash,Eating out,-20,INR,-20,INR,Chips
18/01/2025,Cash,Eating out,-15,INR,-15,INR,Tea
18/01/2025,Cash,Eating out,-40,INR,-40,INR,Chats
19/01/2025,Cash,Eating out,-81,INR,-81,INR,Breakfast + coffee 
19/01/2025,Cash,Eating out,-55,INR,-55,INR,Lunch ice cream 
19/01/2025,Cash,Eating out,-120,INR,-120,INR,Paneer fried rice 
19/01/2025,Cash,Eating out,-25,INR,-25,INR,Pista milk
19/01/2025,Cash,Thota work,-510,INR,-510,INR,Pipe items
19/01/2025,Cash,Gifts,-60,INR,-60,INR,Temple donation
19/01/2025,Cash,Gifts,-100,INR,-100,INR,Donation 
19/01/2025,Cash,Transport,-670,INR,-670,INR,Dad transportation 
19/01/2025,Cash,Eating out,-45,INR,-45,INR,Upma
20/01/2025,Cash,Transport,-40,INR,-40,INR,Bus
20/01/2025,Cash,Eating out,-45,INR,-45,INR,Breakfast 
20/01/2025,Cash,Eating out,-120,INR,-120,INR,Paneer Manchurian fried rice
20/01/2025,Cash,Eating out,-25,INR,-25,INR,Badam milk
21/01/2025,Cash,Transport,-20,INR,-20,INR,Transportation 
21/01/2025,Cash,Eating out,-75,INR,-75,INR,Aloo paratha 
21/01/2025,Cash,Eating out,-46,INR,-46,INR,Tea
21/01/2025,Cash,Gifts,-280,INR,-280,INR,Flag 4
22/01/2025,Cash,Bills,-236,INR,-236,INR,Debit card charges
22/01/2025,Cash,Transport,-250,INR,-250,INR,Metro recharge
22/01/2025,Cash,Eating out,-45,INR,-45,INR,Kichdi
22/01/2025,Cash,Bills,-236,INR,-236,INR,Health Insurance
22/01/2025,Cash,Loan,236,INR,236,INR,Credit card loan
22/01/2025,Cash,Transport,-40,INR,-40,INR,Bus
22/01/2025,Cash,Cashback,120,INR,120,INR,Train ticket refund
22/01/2025,Cash,Native trip,"-1,836",INR,"-1,836",INR,Native trip Greenline premium business class
22/01/2025,Cash,Eating out,-146,INR,-146,INR,California burrito 
23/01/2025,Cash,Transport,-71,INR,-71,INR,Bus
24/01/2025,Cash,Gifts,"-7,000",INR,"-7,000",INR,Mane oklu gift
24/01/2025,Cash,Food,-53,INR,-53,INR,Milk
24/01/2025,Cash,Transport,-50,INR,-50,INR,Auto
24/01/2025,Cash,Dad's expenses,-150,INR,-150,INR,Haircut dad
25/01/2025,Cash,Car,"-9,971",INR,"-9,971",INR,Car loan
25/01/2025,Cash,Agri selling,125,INR,125,INR,Banan selling 
25/01/2025,Cash,Car,-100,INR,-100,INR,Car service 
25/01/2025,Cash,Car,"-3,185.2",INR,"-3,185.2",INR,31.7 ltr petrol
25/01/2025,Cash,Loan,"3,185.2",INR,"3,185.2",INR,Credit card loan
25/01/2025,Cash,Health,-149,INR,-149,INR,Medicines
25/01/2025,Cash,Food,"-2,326",INR,"-2,326",INR,Groceries 
25/01/2025,Cash,Gifts,-57,INR,-57,INR,Donation
25/01/2025,Cash,Cashback,175,INR,175,INR,Train ticket refund
26/01/2025,Cash,Clothes,-200,INR,-200,INR,Haircut shave
26/01/2025,Cash,Native trip,-852,INR,-852,INR,Native trip booking 
26/01/2025,Cash,Loan,852,INR,852,INR,Credit card loan
27/01/2025,Cash,Agri selling,"15,937",INR,"15,937",INR,Selling adake 21.1@420 13.5@420 3.6@320 0.9@205 1@105
27/01/2025,Cash,Food,-125,INR,-125,INR,Tea
27/01/2025,Cash,Taxi,-230,INR,-230,INR,Auto
27/01/2025,Cash,Eating out,-50,INR,-50,INR,Juice
27/01/2025,Cash,Gifts,-50,INR,-50,INR,Donation
27/01/2025,Cash,Transport,-49,INR,-49,INR,Bus
27/01/2025,Cash,Thota work,"-1,400",INR,"-1,400",INR,Praveen coolie adake solige 2 days
28/01/2025,Cash,Car,-250,INR,-250,INR,Fuel car emi processing 
28/01/2025,Cash,Loan,250,INR,250,INR,Credit card loan
28/01/2025,Cash,Wants,"-24,142.8",INR,"-24,142.8",INR,Lunar astro foundation course 
28/01/2025,Cash,Loan,"24,142.8",INR,"24,142.8",INR,Credit card loan
28/01/2025,Cash,Wants,-498,INR,-498,INR,Lunar astro foundation course emi conversion processing fee
28/01/2025,Cash,Loan,498,INR,498,INR,Credit card loan
28/01/2025,Cash,Gifts,-220,INR,-220,INR,Mala and samide
28/01/2025,Cash,Eating out,-146,INR,-146,INR,California burrito 
29/01/2025,Cash,Eating out,-68,INR,-68,INR,Breakfast + coffee 
29/01/2025,Cash,Bills,-100,INR,-100,INR,Netflix 
29/01/2025,Cash,Eating out,-61,INR,-61,INR,Tea
29/01/2025,Cash,Transport,-40,INR,-40,INR,Bus
29/01/2025,Cash,Gifts,-100,INR,-100,INR,Donation farewell 
29/01/2025,Cash,Eating out,-158,INR,-158,INR,Dinner + coffee
29/01/2025,Cash,Transport,-250,INR,-250,INR,Metro recharge
29/01/2025,Cash,Bills,-179,INR,-179,INR,Vodaphone recharge 
29/01/2025,Cash,Loan,179,INR,179,INR,Credit card loan
30/01/2025,Cash,Eating out,-68,INR,-68,INR,Breakfast + coffee 
30/01/2025,Cash,Transport,-40,INR,-40,INR,Bus
30/01/2025,Cash,Eating out,-219,INR,-219,INR,Burito bbq paneer
30/01/2025,Cash,Food,-827,INR,-827,INR,Groceries 
31/01/2025,Cash,Cashback,"1,826",INR,"1,826",INR,Sb interest 
31/01/2025,Cash,Transport,-32,INR,-32,INR,Bus
31/01/2025,Cash,Transport,-125,INR,-125,INR,Dad Transportation 
31/01/2025,Cash,Salary,"75,537",INR,"75,537",INR,Kpit salary January .
31/01/2025,Cash,Salary,"2,200",INR,"2,200",INR,Sodexo 
31/01/2025,Cash,Astro,200,INR,200,INR,Madhu astrology consultation
31/01/2025,Cash,Unexpected,-300,INR,-300,INR,Repair chain
01/02/2025,Cash,Food,"-1,664",INR,"-1,664",INR,Milk
01/02/2025,Cash,Health,"-3,091.92",INR,"-3,091.92",INR,Navi Parental Health Insurance
01/02/2025,Cash,Eating out,-16,INR,-16,INR,Coffee
01/02/2025,Cash,Astro,101,INR,101,INR,Vinay consultation 
01/02/2025,Cash,Food,-422,INR,-422,INR,Gorcery
01/02/2025,Cash,House,"-13,000",INR,"-13,000",INR,January rent 
01/02/2025,Cash,Eating out,-20,INR,-20,INR,Coffee
01/02/2025,Cash,Bills,-527,INR,-527,INR,Kerala vision bill
01/02/2025,Cash,Bills,-999,INR,-999,INR,Linkedin premium 
01/02/2025,Cash,Loan,999,INR,999,INR,Credit card loan
01/02/2025,Cash,Transport,-380,INR,-380,INR,Dad Transportation 
01/02/2025,Cash,Gifts,-130,INR,-130,INR,Temple
02/02/2025,Cash,Food,-132.41,INR,-132.41,INR,Grocceries 
02/02/2025,Cash,Eating out,-16,INR,-16,INR,Badam milk
03/02/2025,Cash,Transport,-53,INR,-53,INR,Transportation 
03/02/2025,Cash,Eating out,-40,INR,-40,INR,Dinner
04/02/2025,Cash,Eating out,-86,INR,-86,INR,Breakfast + coffee 
04/02/2025,Cash,Bills,-589,INR,-589,INR,Bsnl landline bill 
04/02/2025,Cash,Gifts,-500,INR,-500,INR,Animal donation amtmindia.org
04/02/2025,Cash,Eating out,-90,INR,-90,INR,Lunch + 35rs icecream 
04/02/2025,Cash,Food,-890,INR,-890,INR,Gas
04/02/2025,Cash,Bills,-149,INR,-149,INR,Youtube premium
04/02/2025,Cash,Eating out,-156,INR,-156,INR,Dinner paneer fried rice+ badam milk 
04/02/2025,Cash,Food,-64.86,INR,-64.86,INR,Fruits
05/02/2025,Cash,Gifts,-150,INR,-150,INR,Maari pooje
05/02/2025,Cash,Eating out,-75,INR,-75,INR,Bisi bele bath + coffee
05/02/2025,Cash,Food,-26,INR,-26,INR,Curd
05/02/2025,Cash,Bills,-230,INR,-230,INR,Water bill
06/02/2025,Cash,Bills,-130,INR,-130,INR,Google drive
06/02/2025,Cash,Eating out,-71,INR,-71,INR,Breakfast + coffee 
06/02/2025,Cash,Eating out,-130,INR,-130,INR,Meals
06/02/2025,Cash,Eating out,-40,INR,-40,INR,Dinner
06/02/2025,Cash,Eating out,-30,INR,-30,INR,Coffee
06/02/2025,Cash,Taxi,-109,INR,-109,INR,Quick ride
06/02/2025,Cash,Eating out,-50,INR,-50,INR,Bisi bele bath
06/02/2025,Cash,Eating out,-13,INR,-13,INR,Coffee
06/02/2025,Cash,Eating out,-50,INR,-50,INR,Lunch
06/02/2025,Cash,Transport,-250,INR,-250,INR,Metro recharge
06/02/2025,Cash,Food,-26,INR,-26,INR,Curd
06/02/2025,Cash,Eating out,-357,INR,-357,INR,California burrito 
08/02/2025,Cash,Thota work,-855,INR,-855,INR,Pipe items
08/02/2025,Cash,Taxi,-80,INR,-80,INR,Auto
08/02/2025,Cash,Gifts,-195,INR,-195,INR,Seve
08/02/2025,Cash,Food,-265,INR,-265,INR,Groceries toiletries 
08/02/2025,Cash,Gifts,-70,INR,-70,INR,Camphor
08/02/2025,Cash,Food,-27,INR,-27,INR,Curd
08/02/2025,Cash,Gifts,-51,INR,-51,INR,Anna dhaana shiv raatri donation 
08/02/2025,Cash,Wants,"-5,428",INR,"-5,428",INR,Lunar astro Career consultation 
08/02/2025,Cash,Loan,"5,428",INR,"5,428",INR,Credit card loan
08/02/2025,Cash,Eating out,-15,INR,-15,INR,Coffee
08/02/2025,Cash,Food,-409,INR,-409,INR,Grocceries 
08/02/2025,Cash,Taxi,-144,INR,-144,INR,Quick ride
09/02/2025,Cash,Taxi,-116,INR,-116,INR,Quick ride
09/02/2025,Cash,Transport,-168,INR,-168,INR,Transportation 
09/02/2025,Cash,Gifts,-100,INR,-100,INR,Udugare
09/02/2025,Cash,Gifts,-40,INR,-40,INR,Temple 
09/02/2025,Cash,Food,-85,INR,-85,INR,Eatery
10/02/2025,Cash,Eating out,-10,INR,-10,INR,Tea
10/02/2025,Cash,Eating out,-40,INR,-40,INR,Breakfast 
10/02/2025,Cash,Home loan Emi,"-21,028",INR,"-21,028",INR,320+20708. Home Loan emi 
10/02/2025,Cash,Taxi,-111,INR,-111,INR,Quick ride
10/02/2025,Cash,Gifts,-250,INR,-250,INR,Temple donation
10/02/2025,Cash,Eating out,-140,INR,-140,INR,Paneer fried rice 
10/02/2025,Cash,Eating out,-16,INR,-16,INR,Coffee
10/02/2025,Cash,Eating out,-50,INR,-50,INR,Lunch
10/02/2025,Cash,Taxi,-116.6,INR,-116.6,INR,Quick ride
11/02/2025,Cash,Investment,"-1,680",INR,"-1,680",INR,February Lic
11/02/2025,Cash,Taxi,-110,INR,-110,INR,Quick ride
11/02/2025,Cash,Taxi,-119,INR,-119,INR,Quick ride
11/02/2025,Cash,Food,-26,INR,-26,INR,Curd
11/02/2025,Cash,Eating out,-85,INR,-85,INR,Dinner + coffee
12/02/2025,Cash,Bills,"-3,680",INR,"-3,680",INR,Credit card bill
12/02/2025,Cash,Taxi,-53,INR,-53,INR,Quick ride
12/02/2025,Cash,Eating out,-70,INR,-70,INR,Sandwich + chips
12/02/2025,Cash,Food,-324,INR,-324,INR,Grocceries 
12/02/2025,Cash,Eating out,-85,INR,-85,INR,Dinner + coffee
13/02/2025,Cash,Eating out,-50,INR,-50,INR,Sweet corn 
13/02/2025,Cash,Eating out,-15,INR,-15,INR,Coffee
13/02/2025,Cash,Eating out,-51,INR,-51,INR,Breakfast + coffee 
14/02/2025,Cash,Eating out,-71,INR,-71,INR,Pongal + Coffee
14/02/2025,Cash,Eating out,-146,INR,-146,INR,California burrito 
14/02/2025,Cash,Health,-5,INR,-5,INR,Medicines
14/02/2025,Cash,Unexpected,-40,INR,-40,INR,Chappal repair 
14/02/2025,Cash,Transport,-30,INR,-30,INR,Metro
15/02/2025,Cash,Eating out,-50,INR,-50,INR,Pongal+coffee
15/02/2025,Cash,Eating out,-187,INR,-187,INR,California burrito offer + elneer
15/02/2025,Cash,Car,"-2,951",INR,"-2,951",INR,Gaadi service
15/02/2025,Cash,Gifts,-923,INR,-923,INR,Car treat
15/02/2025,Cash,Transport,-100,INR,-100,INR,Transportation 
15/02/2025,Cash,Gifts,-130,INR,-130,INR,Kaanike
15/02/2025,Cash,Thota work,-480,INR,-480,INR,Pipe items
15/02/2025,Cash,Food,-508,INR,-508,INR,Grocceries 
15/02/2025,Cash,Health,-120,INR,-120,INR,Medicines
16/02/2025,Cash,Eating out,-60,INR,-60,INR,Lassi
16/02/2025,Cash,Food,-100,INR,-100,INR,Paneer 
16/02/2025,Cash,Car,-200,INR,-200,INR,Petrol 
18/02/2025,Cash,Taxi,-119,INR,-119,INR,Quick ride
18/02/2025,Cash,Taxi,-69,INR,-69,INR,Quick ride 
18/02/2025,Cash,Eating out,-50,INR,-50,INR,Dose
18/02/2025,Cash,Eating out,-20,INR,-20,INR,Tea
19/02/2025,Cash,Eating out,-40,INR,-40,INR,Breakfast + coffee 
19/02/2025,Cash,Taxi,-54,INR,-54,INR,Quick ride 
19/02/2025,Cash,Eating out,-130,INR,-130,INR,Paneer fried rice 
19/02/2025,Cash,Eating out,-200,INR,-200,INR,Dinner
19/02/2025,Cash,Taxi,-72,INR,-72,INR,Quick ride 
20/02/2025,Cash,Eating out,-73,INR,-73,INR,Breakfast + coffee 
20/02/2025,Cash,Transport,-250,INR,-250,INR,Metro recharge
20/02/2025,Cash,Native trip,"-1,260",INR,"-1,260",INR,Native trip
20/02/2025,Cash,Native trip,-850,INR,-850,INR,Native trip
20/02/2025,Cash,Taxi,-133,INR,-133,INR,Quickride 
20/02/2025,Cash,Eating out,-25,INR,-25,INR,Badam milk
20/02/2025,Cash,Eating out,-45,INR,-45,INR,Congress masala
20/02/2025,Cash,Eating out,-35,INR,-35,INR,Masala puri
20/02/2025,Cash,Food,-26,INR,-26,INR,Curd
21/02/2025,Cash,Eating out,-126,INR,-126,INR,Breakfast + coffee 
21/02/2025,Cash,Eating out,-55,INR,-55,INR,Evening snacks coffee
21/02/2025,Cash,Eating out,-10,INR,-10,INR,Water bottle 
21/02/2025,Cash,Eating out,-150,INR,-150,INR,Cake
21/02/2025,Cash,Food,-323,INR,-323,INR,Grocceries 
22/02/2025,Cash,Transport,-49,INR,-49,INR,Bus
22/02/2025,Cash,Agri selling,"16,760",INR,"16,760",INR,Selling adake at 453
22/02/2025,Cash,Astro,500,INR,500,INR,Astrology consultation
22/02/2025,Cash,Gifts,-105,INR,-105,INR,Temple donation
23/02/2025,Cash,Clothes,-200,INR,-200,INR,Haircut 
24/02/2025,Cash,Bills,-176,INR,-176,INR,SBI credit card bill payment 
24/02/2025,Cash,Eating out,-20,INR,-20,INR,Badam milk
24/02/2025,Cash,Gifts,-25,INR,-25,INR,Temple donation
24/02/2025,Cash,Native trip,"-1,310",INR,"-1,310",INR,Coimbatore ticket booking for asha athe
24/02/2025,Cash,Loan,"1,310",INR,"1,310",INR,Credit card loan
24/02/2025,Cash,Native trip,"-2,754",INR,"-2,754",INR,Coimbatore ticket booking for parents.
24/02/2025,Cash,Native trip,"-1,068",INR,"-1,068",INR,Coimbatore to Bangalore 
24/02/2025,Cash,Loan,"1,068",INR,"1,068",INR,Credit card loan
24/02/2025,Cash,Native trip,-983,INR,-983,INR,Bangalore to Coimbatore
24/02/2025,Cash,Loan,983,INR,983,INR,Credit card loan
24/02/2025,Cash,Eating out,-40,INR,-40,INR,Masala puri
24/02/2025,Cash,Taxi,-140,INR,-140,INR,Quick ride 
25/02/2025,Cash,Car,"-9,971",INR,"-9,971",INR,Car loan
25/02/2025,Cash,Eating out,-10,INR,-10,INR,Chips
25/02/2025,Cash,Taxi,-55,INR,-55,INR,Quick ride 
25/02/2025,Cash,Eating out,-20,INR,-20,INR,Coffee
25/02/2025,Cash,Gifts,-150,INR,-150,INR,Temple donation
25/02/2025,Cash,Eating out,-25,INR,-25,INR,Ginger lemon tea
25/02/2025,Cash,Food,-10,INR,-10,INR,Pepper 
25/02/2025,Cash,Eating out,-60,INR,-60,INR,Fruits
26/02/2025,Cash,Bills,-209,INR,-209,INR,Mom Jio recharge
26/02/2025,Cash,Loan,209,INR,209,INR,Credit card loan
26/02/2025,Cash,Native trip,"-1,000",INR,"-1,000",INR,Advance booking room
26/02/2025,Cash,Gifts,-108,INR,-108,INR,Isha Temple donation
26/02/2025,Cash,Loan,108,INR,108,INR,Credit card loan
26/02/2025,Cash,Taxi,-110,INR,-110,INR,Quick ride 
26/02/2025,Cash,Eating out,-35,INR,-35,INR,Maggie
26/02/2025,Cash,Native trip,-654,INR,-654,INR,Coimbatore to mysore
26/02/2025,Cash,Loan,654,INR,654,INR,Credit card loan
26/02/2025,Cash,Gifts,-100,INR,-100,INR,Wedding gift
27/02/2025,Cash,Eating out,-25,INR,-25,INR,Badam milk
27/02/2025,Cash,Taxi,-100,INR,-100,INR,Auto
27/02/2025,Cash,Gifts,-316,INR,-316,INR,Temple donation
27/02/2025,Cash,Food,-100,INR,-100,INR,Milk
27/02/2025,Cash,Transport,-20,INR,-20,INR,Bus
27/02/2025,Cash,Eating out,-110,INR,-110,INR,Juice and fruit bowl
27/02/2025,Cash,Eating out,-56,INR,-56,INR,Dinner
27/02/2025,Cash,Food,-219,INR,-219,INR,Groceries 
27/02/2025,Cash,Food,-190,INR,-190,INR,Rice
27/02/2025,Cash,Eating out,-35,INR,-35,INR,Ice cream
27/02/2025,Cash,Food,-26,INR,-26,INR,Curd
28/02/2025,Cash,Deposits,"1,826",INR,"1,826",INR,Fd interest
28/02/2025,Cash,Bills,-799,INR,-799,INR,Jio recharge 
28/02/2025,Cash,Loan,799,INR,799,INR,Credit card loan
28/02/2025,Cash,Eating out,-66,INR,-66,INR,Breakfast + coffee 
28/02/2025,Cash,Car,-150,INR,-150,INR,Petrol
28/02/2025,Cash,Gifts,-600,INR,-600,INR,Bhajane
28/02/2025,Cash,Food,-120,INR,-120,INR,Groceries 
28/02/2025,Cash,Unexpected,-19,INR,-19,INR,Data recharge 
28/02/2025,Cash,Salary,"3,300",INR,"3,300",INR,Kpit customer allowance 
28/02/2025,Cash,Native trip,"-2,070",INR,"-2,070",INR,Mysore to puttur booking
28/02/2025,Cash,Loan,"2,070",INR,"2,070",INR,Credit card loan
28/02/2025,Cash,Salary,"65,828",INR,"65,828",INR,February salary with tax cut of around 10k ig
28/02/2025,Cash,Gifts,-60,INR,-60,INR,Temple donation
28/02/2025,Cash,Eating out,-80,INR,-80,INR,Dinner
01/03/2025,Cash,Salary,"2,200",INR,"2,200",INR,Sodexo 
01/03/2025,Cash,Eating out,-22,INR,-22,INR,Lemon ginger tea
01/03/2025,Cash,Health,"-3,091",INR,"-3,091",INR,Parental Health insurance
01/03/2025,Cash,Loan,"3,091",INR,"3,091",INR,Credit card loan
01/03/2025,Cash,Clothes,-600,INR,-600,INR,Haircut facial 
01/03/2025,Cash,Eating out,-85,INR,-85,INR,Meals
01/03/2025,Cash,House,"-13,000",INR,"-13,000",INR,March Rent
01/03/2025,Cash,Gifts,-952,INR,-952,INR,Fruits 
01/03/2025,Cash,Eating out,-90,INR,-90,INR,Dahi puri
01/03/2025,Cash,Transport,-30,INR,-30,INR,Bus 
02/03/2025,Cash,Bills,-100,INR,-100,INR,Netflix 
02/03/2025,Cash,Eating out,-150,INR,-150,INR,Pongal
02/03/2025,Cash,Native trip,"-1,500",INR,"-1,500",INR,Lodge 
02/03/2025,Cash,Bills,-529,INR,-529,INR,Kerala vision bill
02/03/2025,Cash,Loan,529,INR,529,INR,Kerala vision bill
02/03/2025,Cash,Gifts,-500,INR,-500,INR,Animal donation amtmindia.org
02/03/2025,Cash,Gifts,-50,INR,-50,INR,Kaanike
02/03/2025,Cash,Food,"-1,430",INR,"-1,430",INR,Milk
02/03/2025,Cash,Transport,-150,INR,-150,INR,Transportation 
02/03/2025,Cash,Clothes,-160,INR,-160,INR,Chappal
02/03/2025,Cash,Eating out,-40,INR,-40,INR,Coffee
02/03/2025,Cash,Transport,-128,INR,-128,INR,Transportation 
02/03/2025,Cash,Deposits,422,INR,422,INR,Mirea asset redemption 
02/03/2025,Cash,Eating out,-70,INR,-70,INR,Masala uttappam
03/03/2025,Cash,Selling,"5,000",INR,"5,000",INR,Mutual fund redemption 
03/03/2025,Cash,Transport,-32,INR,-32,INR,Bus
03/03/2025,Cash,Transport,-250,INR,-250,INR,Metro recharge
03/03/2025,Cash,Transport,-187,INR,-187,INR,Transportation 
03/03/2025,Cash,Eating out,-83,INR,-83,INR,Eateries
03/03/2025,Cash,Food,-373,INR,-373,INR,Fruits
03/03/2025,Cash,Transport,-40,INR,-40,INR,Bus
03/03/2025,Cash,Bills,-149,INR,-149,INR,Youtube premium
03/03/2025,Cash,Eating out,-40,INR,-40,INR,Masala puri
04/03/2025,Cash,Eating out,-90,INR,-90,INR,Chats
05/03/2025,Cash,Bills,-209,INR,-209,INR,Dad jio recharge 
05/03/2025,Cash,Transport,-32,INR,-32,INR,Bus
05/03/2025,Cash,Bills,-179,INR,-179,INR,Vodafone recharge 
05/03/2025,Cash,Transport,-250,INR,-250,INR,Metro recharge
06/03/2025,Cash,Transport,-40,INR,-40,INR,Bus
06/03/2025,Cash,Bills,-589,INR,-589,INR,Bsnl landline bill 
06/03/2025,Cash,Bills,-203,INR,-203,INR,Water bill
06/03/2025,Cash,Gifts,-94,INR,-94,INR,Choclate 
07/03/2025,Cash,Native trip,-939,INR,-939,INR,Bangalore to Coimbatore
07/03/2025,Cash,Eating out,-60,INR,-60,INR,Breakfast 
07/03/2025,Cash,Native trip,-982,INR,-982,INR,Ksrtc bus coimbatore return booking
07/03/2025,Cash,Gifts,-992,INR,-992,INR,Fruits
07/03/2025,Cash,Transport,-62,INR,-62,INR,Bus
09/03/2025,Cash,Eating out,-25,INR,-25,INR,Tea
09/03/2025,Cash,Transport,-12,INR,-12,INR,Bus
09/03/2025,Cash,Eating out,-40,INR,-40,INR,Bisi bele bath
09/03/2025,Cash,Native trip,-698,INR,-698,INR,Bangalore to mangalore bus ticket
09/03/2025,Cash,Native trip,"-1,312",INR,"-1,312",INR,Native trip booking 
